lp,Residuo tipo,Kg,Origen,Comentarios,,,,,,,,,,,,,,,,
17/12/2021,Pet cristal,715,Recolección Diferenciada,,17/12/2021,Cartón,1481,Recolección Diferenciada,,,17/12/2021,Cartón,1481,Recolección Diferenciada,,,17/12/2021,Cartón,1481,Recolección Diferenciada
17/12/2021,Pet color,38,Recolección Diferenciada,,17/12/2021,Cartón segunda,1159,Recolección Diferenciada,,,17/12/2021,Cartón segunda,1159,Recolección Diferenciada,,,17/12/2021,Cartón segunda,1159,Recolección Diferenciada
17/12/2021,Cartón,1481,Recolección Diferenciada,,17/127/021,Diario,220,Recolección Diferenciada,,,17/127/021,Diario,220,Recolección Diferenciada,,,17/127/021,Diario,220,Recolección Diferenciada
17/12/2021,Cartón segunda,1159,Recolección Diferenciada,,17/12/2021,Revista,40,Recolección Diferenciada,,,17/12/2021,Revista,40,Recolección Diferenciada,,,17/12/2021,Revista,40,Recolección Diferenciada
17/12/2021,Diario,220,Recolección Diferenciada,,17/12/2021,Planilla blanca,313,Recolección Diferenciada,,,17/12/2021,Planilla blanca,313,Recolección Diferenciada,,,17/12/2021,Planilla blanca,313,Recolección Diferenciada
17/12/2021,Revista,40,Recolección Diferenciada,,17/12/2021,Vidrio,1352,Recolección Diferenciada,,,17/12/2021,Vidrio,1352,Recolección Diferenciada,,,17/12/2021,Vidrio,1352,Recolección Diferenciada
17/12/2021,Planilla blanca,313,Recolección Diferenciada,,17/12/2021,Tapitas,38,Recolección Diferenciada,,,17/12/2021,Tapitas,38,Recolección Diferenciada,,,17/12/2021,Tapitas,38,Recolección Diferenciada
17/12/2021,Vidrio,1352,Recolección Diferenciada,,17/12/2021,Aluminio,132,Recolección Diferenciada,,,17/12/2021,Aluminio,132,Recolección Diferenciada,,,17/12/2021,Aluminio,132,Recolección Diferenciada
17/12/2021,Tapitas,38,Recolección Diferenciada,,17/12/2021,Nylon,20,Recolección Diferenciada,,,17/12/2021,Nylon,20,Recolección Diferenciada,,,17/12/2021,Nylon,20,Recolección Diferenciada
17/12/2021,Aluminio,132,Recolección Diferenciada,,17/12/2021,Telgopor,0,Recolección Diferenciada,,,17/12/2021,Telgopor,0,Recolección Diferenciada,,,17/12/2021,Telgopor,0,Recolección Diferenciada
17/12/2021,Nylon,20,Recolección Diferenciada,,17/12/2021,Hojalata,70,Recolección Diferenciada,,,17/12/2021,Hojalata,70,Recolección Diferenciada,,,17/12/2021,Hojalata,70,Recolección Diferenciada
17/12/2021,Hojalata,70,Recolección Diferenciada,,17/12/2021,Rechazo (basura),8164,Recolección Diferenciada,,,17/12/2021,Rechazo (basura),8164,Recolección Diferenciada,,,17/12/2021,Rechazo (basura),8164,Recolección Diferenciada
17/12/2021,Descarte,70,Recolección Diferenciada,,23/12/2021,Tetra,85,Recolección Diferenciada,,,23/12/2021,Tetra,85,Recolección Diferenciada,,,23/12/2021,Tetra,85,Recolección Diferenciada
17/12/2021,Rechazo (basura),8164,Recolección Diferenciada,,23/12/2021,Pet cristal,720,Recolección Diferenciada,,,23/12/2021,Pet cristal,720,Recolección Diferenciada,,,23/12/2021,Pet cristal,720,Recolección Diferenciada
23/12/2021,Tetra,85,Recolección Diferenciada,,23/12/2021,Pet color,52,Recolección Diferenciada,,,23/12/2021,Pet color,52,Recolección Diferenciada,,,23/12/2021,Pet color,52,Recolección Diferenciada
23/12/2021,Pet cristal,720,Recolección Diferenciada,,23/12/2021,Cartón,1114,Recolección Diferenciada,,,23/12/2021,Cartón,1114,Recolección Diferenciada,,,23/12/2021,Cartón,1114,Recolección Diferenciada
23/12/2021,Pet color,52,Recolección Diferenciada,,23/12/2021,Cartón segunda,704,Recolección Diferenciada,,,23/12/2021,Cartón segunda,704,Recolección Diferenciada,,,23/12/2021,Cartón segunda,704,Recolección Diferenciada
23/12/2021,Cartón,1114,Recolección Diferenciada,,23/12/2012,Diario,0,Recolección Diferenciada,,,23/12/2012,Diario,0,Recolección Diferenciada,,,23/12/2012,Diario,0,Recolección Diferenciada
23/12/2021,Cartón segunda,704,Recolección Diferenciada,,23/12/2021,Revista,112,Recolección Diferenciada,,,23/12/2021,Revista,112,Recolección Diferenciada,,,23/12/2021,Revista,112,Recolección Diferenciada
23/12/2021,Revista,112,Recolección Diferenciada,,23/12/2021,Planilla blanca,312,Recolección Diferenciada,,,23/12/2021,Planilla blanca,312,Recolección Diferenciada,,,23/12/2021,Planilla blanca,312,Recolección Diferenciada
23/12/2021,Planilla blanca,312,Recolección Diferenciada,,23/12/2021,Vidrio,1035,Recolección Diferenciada,,,23/12/2021,Vidrio,1035,Recolección Diferenciada,,,23/12/2021,Vidrio,1035,Recolección Diferenciada
23/12/2021,Vidrio,1035,Recolección Diferenciada,,23/12/2021,Tapitas,81,Recolección Diferenciada,,,23/12/2021,Tapitas,81,Recolección Diferenciada,,,23/12/2021,Tapitas,81,Recolección Diferenciada
23/12/2021,Tapitas,81,Recolección Diferenciada,,23/12/2021,Aluminio,143,Recolección Diferenciada,,,23/12/2021,Aluminio,143,Recolección Diferenciada,,,23/12/2021,Aluminio,143,Recolección Diferenciada
23/12/2021,Aluminio,143,Recolección Diferenciada,,23/12/2021,Nylon,0,Recolección Diferenciada,,,23/12/2021,Nylon,0,Recolección Diferenciada,,,23/12/2021,Nylon,0,Recolección Diferenciada
23/12/2021,Hojalata,148,Recolección Diferenciada,,23/1272021,Descarte,5007,Recolección Diferenciada,,,23/1272021,Descarte,5007,Recolección Diferenciada,,,23/1272021,Descarte,5007,Recolección Diferenciada
23/12/2021,Descarte,5007,Recolección Diferenciada,,23/12/2021,Rechazo (basura),15090,Recolección Diferenciada,,,23/12/2021,Rechazo (basura),15090,Recolección Diferenciada,,,23/12/2021,Rechazo (basura),15090,Recolección Diferenciada
23/12/2021,Rechazo (basura),15090,Recolección Diferenciada,,31/12/2021,Tetra,88,Recolección Diferenciada,,,31/12/2021,Tetra,88,Recolección Diferenciada,,,31/12/2021,Tetra,88,Recolección Diferenciada
31/12/2021,Tetra,88,Recolección Diferenciada,,31/12/2021,Pet cristal,458,Recolección Diferenciada,,,31/12/2021,Pet cristal,458,Recolección Diferenciada,,,31/12/2021,Pet cristal,458,Recolección Diferenciada
31/12/2021,Pet cristal,458,Recolección Diferenciada,,31/12/2021,Pet color,43,Recolección Diferenciada,,,31/12/2021,Pet color,43,Recolección Diferenciada,,,31/12/2021,Pet color,43,Recolección Diferenciada
31/12/2021,Pet color,43,Recolección Diferenciada,,31/12/2021,Cartón,678,Recolección Diferenciada,,,31/12/2021,Cartón,678,Recolección Diferenciada,,,31/12/2021,Cartón,678,Recolección Diferenciada
31/12/2021,Cartón,678,Recolección Diferenciada,,31/12/2021,Cartón segunda,451,Recolección Diferenciada,,,31/12/2021,Cartón segunda,451,Recolección Diferenciada,,,31/12/2021,Cartón segunda,451,Recolección Diferenciada
31/12/2021,Cartón segunda,451,Recolección Diferenciada,,31/12/2021,Diario,40,Recolección Diferenciada,,,31/12/2021,Diario,40,Recolección Diferenciada,,,31/12/2021,Diario,40,Recolección Diferenciada
31/12/2021,Diario,40,Recolección Diferenciada,,31/12/2021,Revista,50,Recolección Diferenciada,,,31/12/2021,Revista,50,Recolección Diferenciada,,,31/12/2021,Revista,50,Recolección Diferenciada
31/12/2021,Revista,50,Recolección Diferenciada,,31/12/2021,Planilla blanca,596,Recolección Diferenciada,,,31/12/2021,Planilla blanca,596,Recolección Diferenciada,,,31/12/2021,Planilla blanca,596,Recolección Diferenciada
31/12/2021,Planilla blanca,596,Recolección Diferenciada,,31/12/2021,Vidrio,1096,Recolección Diferenciada,,,31/12/2021,Vidrio,1096,Recolección Diferenciada,,,31/12/2021,Vidrio,1096,Recolección Diferenciada
31/12/2021,Vidrio,1096,Recolección Diferenciada,,31/12/2021,Tapitas,15,Recolección Diferenciada,,,31/12/2021,Tapitas,15,Recolección Diferenciada,,,31/12/2021,Tapitas,15,Recolección Diferenciada
31/12/2021,Tapitas,15,Recolección Diferenciada,,31/12/2021,Aluminio,146,Recolección Diferenciada,,,31/12/2021,Aluminio,146,Recolección Diferenciada,,,31/12/2021,Aluminio,146,Recolección Diferenciada
31/12/2021,Aluminio,146,Recolección Diferenciada,,31/12/2021,Nylon,28,Recolección Diferenciada,,,31/12/2021,Nylon,28,Recolección Diferenciada,,,31/12/2021,Nylon,28,Recolección Diferenciada
31/12/2021,Nylon,28,Recolección Diferenciada,,31/12/2021,Telgopor,0,Recolección Diferenciada,,,31/12/2021,Telgopor,0,Recolección Diferenciada,,,31/12/2021,Telgopor,0,Recolección Diferenciada
31/12/2021,Hojalata,276,Recolección Diferenciada,,31/12/2021,Descarte,1458,Recolección Diferenciada,,,31/12/2021,Descarte,1458,Recolección Diferenciada,,,31/12/2021,Descarte,1458,Recolección Diferenciada
31/12/2021,Descarte,1458,Recolección Diferenciada,,31/12/2021,Rechazo (basura),11043,Recolección Diferenciada,,,31/12/2021,Rechazo (basura),11043,Recolección Diferenciada,,,31/12/2021,Rechazo (basura),11043,Recolección Diferenciada
31/12/2021,Rechazo (basura),11043,Recolección Diferenciada,,5/1/2022,Tetra,40,Puntos Verdes,,,5/1/2022,Tetra,40,Puntos Verdes,,,5/1/2022,Tetra,40,Puntos Verdes
5/1/2022,Tetra,40,Puntos Verdes,,5/1/2022,Pet cristal,230,Puntos Verdes,,,5/1/2022,Pet cristal,230,Puntos Verdes,,,5/1/2022,Pet cristal,230,Puntos Verdes
5/1/2022,Pet cristal,230,Puntos Verdes,,5/1/2022,Pet color,25,Puntos Verdes,,,5/1/2022,Pet color,25,Puntos Verdes,,,5/1/2022,Pet color,25,Puntos Verdes
5/1/2022,Pet color,25,Puntos Verdes,,5/1/2022,Cartón,86,Puntos Verdes,,,5/1/2022,Cartón,86,Puntos Verdes,,,5/1/2022,Cartón,86,Puntos Verdes
5/1/2022,Cartón,86,Puntos Verdes,,5/1/2022,Cartón segunda,90,Puntos Verdes,,,5/1/2022,Cartón segunda,90,Puntos Verdes,,,5/1/2022,Cartón segunda,90,Puntos Verdes
5/1/2022,Cartón segunda,90,Puntos Verdes,,5/1/2022,Diario,13,Puntos Verdes,,,5/1/2022,Diario,13,Puntos Verdes,,,5/1/2022,Diario,13,Puntos Verdes
5/1/2022,Diario,13,Puntos Verdes,,5/1/2022,Revista,27,Puntos Verdes,,,5/1/2022,Revista,27,Puntos Verdes,,,5/1/2022,Revista,27,Puntos Verdes
5/1/2022,Revista,27,Puntos Verdes,,5/1/2022,Planilla blanca,54,Puntos Verdes,,,5/1/2022,Planilla blanca,54,Puntos Verdes,,,5/1/2022,Planilla blanca,54,Puntos Verdes
5/1/2022,Planilla blanca,54,Puntos Verdes,,5/1/2022,Vidrio,629,Puntos Verdes,,,5/1/2022,Vidrio,629,Puntos Verdes,,,5/1/2022,Vidrio,629,Puntos Verdes
5/1/2022,Vidrio,629,Puntos Verdes,,5/1/2022,Tapitas,11,Puntos Verdes,,,5/1/2022,Tapitas,11,Puntos Verdes,,,5/1/2022,Tapitas,11,Puntos Verdes
5/1/2022,Tapitas,11,Puntos Verdes,,5/1/2022,Aluminio,18,Puntos Verdes,,,5/1/2022,Aluminio,18,Puntos Verdes,,,5/1/2022,Aluminio,18,Puntos Verdes
5/1/2022,Aluminio,18,Puntos Verdes,,5/1/2022,Nylon,0,Puntos Verdes,,,5/1/2022,Nylon,0,Puntos Verdes,,,5/1/2022,Nylon,0,Puntos Verdes
5/1/2022,Hojalata,45,Puntos Verdes,,5/1/2022,Descarte,0,Puntos Verdes,,,5/1/2022,Descarte,0,Puntos Verdes,,,5/1/2022,Descarte,0,Puntos Verdes
5/1/2022,Rechazo (basura),198,Puntos Verdes,,,,,,,,,,,,,,,,,
7/1/2022,Tetra,217,Recolección Diferenciada,,,,,,,,,,,,,,,,,
7/1/2022,Pet cristal,760,Recolección Diferenciada,,,,,,,,,,,,,,,,,
7/1/2022,Pet color,81,Recolección Diferenciada,,,,,,,,,,,,,,,,,
7/1/2022,Cartón,878,Recolección Diferenciada,,,,,,,,,,,,,,,,,
7/1/2022,Cartón segunda,1029,Recolección Diferenciada,,,,,,,,,,,,,,,,,
7/1/2022,Diario,62,Recolección Diferenciada,,,,,,,,,,,,,,,,,
7/1/2022,Revista,171,Recolección Diferenciada,,,,,,,,,,,,,,,,,
7/1/2022,Planilla blanca,396,Recolección Diferenciada,,,,,,,,,,,,,,,,,
7/1/2022,Vidrio,2107,Recolección Diferenciada,,,,,,,,,,,,,,,,,
7/1/2022,Tapitas,45,Recolección Diferenciada,,,,,,,,,,,,,,,,,
7/1/2022,Aluminio,177,Recolección Diferenciada,,,,,,,,,,,,,,,,,
7/1/2022,Nylon,51,Recolección Diferenciada,,,,,,,,,,,,,,,,,
7/1/2022,Telgopor,,Recolección Diferenciada,,,,,,,,,,,,,,,,,
7/1/2022,Hojalata,428,Recolección Diferenciada,,,,,,,,,,,,,,,,,
7/1/2022,Descarte,1460,Recolección Diferenciada,,,,,,,,,,,,,,,,,
7/1/2022,Rechazo (basura),12552,Recolección Diferenciada,,,,,,,,,,,,,,,,,
14/1/2022,Tetra,181,Recolección Diferenciada,,,,,,,,,,,,,,,,,
14/1/2022,Pet cristal,594,Recolección Diferenciada,,,,,,,,,,,,,,,,,
14/1/2022,Pet color,106,Recolección Diferenciada,,,,,,,,,,,,,,,,,
14/1/2022,Cartón,613,Recolección Diferenciada,,,,,,,,,,,,,,,,,
14/01/2022,Cartón segunda,564,Recolección Diferenciada,,,,,,,,,,,,,,,,,
14/1/2022,Diario,28,Recolección Diferenciada,,,,,,,,,,,,,,,,,
14/1/2022,Revista,35,Recolección Diferenciada,,,,,,,,,,,,,,,,,
14/1/2022,Planilla blanca,237,Recolección Diferenciada,,,,,,,,,,,,,,,,,
14/1/2022,Vidrio,1286,Recolección Diferenciada,,,,,,,,,,,,,,,,,
14/01/2022,Tapitas,30,Recolección Diferenciada,,,,,,,,,,,,,,,,,
14/1/2022,Aluminio,151,Recolección Diferenciada,,,,,,,,,,,,,,,,,
14/1/2022,Plástico,386,Recolección Diferenciada,,,,,,,,,,,,,,,,,
14/1/2022,Nylon,42,Recolección Diferenciada,,,,,,,,,,,,,,,,,
14/1/2022,Telgopor,,Recolección Diferenciada,,,,,,,,,,,,,,,,,
14/1/2022,Hojalata,323,Recolección Diferenciada,,,,,,,,,,,,,,,,,
14/1/2022,Descarte,1485,Recolección Diferenciada,,,,,,,,,,,,,,,,,
14/1/2022,Rechazo (basura),11838,Recolección Diferenciada,,,,,,,,,,,,,,,,,
17/1/2022,Tetra,40,Puntos Verdes,,,,,,,,,,,,,,,,,
17/1/2022,Pet cristal,94,Puntos Verdes,,,,,,,,,,,,,,,,,
17/1/2022,Pet color,20,Puntos Verdes,,,,,,,,,,,,,,,,,
17/1/2022,Cartón,27,Puntos Verdes,,,,,,,,,,,,,,,,,
17/1/2022,Cartón segunda,89,Puntos Verdes,,,,,,,,,,,,,,,,,
17/1/2022,Diario,,Puntos Verdes,,,,,,,,,,,,,,,,,
17/1/2022,Revista,,Puntos Verdes,,,,,,,,,,,,,,,,,
17/1/2022,Planilla blanca,50,Puntos Verdes,,,,,,,,,,,,,,,,,
17/1/2022,Vidrio,567,Puntos Verdes,,,,,,,,,,,,,,,,,
17/1/2022,Tapitas,20,Puntos Verdes,,,,,,,,,,,,,,,,,
17/1/2022,Aluminio,15,Puntos Verdes,,,,,,,,,,,,,,,,,
17/1/2022,Nylon,51,Puntos Verdes,,,,,,,,,,,,,,,,,
17/1/2022,Telgopor,,Puntos Verdes,,,,,,,,,,,,,,,,,
17/1/2022,Hojalata,,Puntos Verdes,,,,,,,,,,,,,,,,,
17/1/2022,Descarte,30,Puntos Verdes,,,,,,,,,,,,,,,,,
17/1/2022,Rechazo (basura),160,Puntos Verdes,,,,,,,,,,,,,,,,,
21/1/2022,Tetra,171,Puntos Verdes,,,,,,,,,,,,,,,,,
21/1/2022,Pet cristal,582,Puntos Verdes,,,,,,,,,,,,,,,,,
21/1/2022,Pet color,26,Puntos Verdes,,,,,,,,,,,,,,,,,
21/1/2022,Cartón,794,Puntos Verdes,,,,,,,,,,,,,,,,,
21/1/2022,Cartón segunda,1083,Puntos Verdes,,,,,,,,,,,,,,,,,
21/1/2022,Diario,,Puntos Verdes,,,,,,,,,,,,,,,,,
21/1/2022,Revista,,Puntos Verdes,,,,,,,,,,,,,,,,,
21/1/2022,Planilla blanca,225,Puntos Verdes,,,,,,,,,,,,,,,,,
21/1/2022,Vidrio,1148,Puntos Verdes,,,,,,,,,,,,,,,,,
21/1/2022,Tapitas,40,Puntos Verdes,,,,,,,,,,,,,,,,,
21/1/2022,Aluminio,141,Puntos Verdes,,,,,,,,,,,,,,,,,
21/1/2022,Nylon,,Puntos Verdes,,,,,,,,,,,,,,,,,
21/1/2022,Telgopor,,Puntos Verdes,,,,,,,,,,,,,,,,,
21/1/2022,Hojalata,335,Puntos Verdes,,,,,,,,,,,,,,,,,
21/1/2022,Descarte,2760,Puntos Verdes,,,,,,,,,,,,,,,,,
21/1/2022,Rechazo (basura),9865,Puntos Verdes,,,,,,,,,,,,,,,,,
02/02/2022,Tetra,25,Puntos Verdes,,,,,,,,,,,,,,,,,
02/02/2022,Pet cristal,96,Puntos Verdes,,,,,,,,,,,,,,,,,
02/02/2022,Pet color,20,Puntos Verdes,,,,,,,,,,,,,,,,,
02/02/2022,Cartón,,Puntos Verdes,,,,,,,,,,,,,,,,,
02/02/2022,Cartón segunda,72,Puntos Verdes,,,,,,,,,,,,,,,,,
02/02/2022,Diario,81,Puntos Verdes,,,,,,,,,,,,,,,,,
02/02/2022,Revista,105,Puntos Verdes,,,,,,,,,,,,,,,,,
02/02/2022,Planilla blanca,100,Puntos Verdes,,,,,,,,,,,,,,,,,
02/02/2022,Vidrio,337,Puntos Verdes,,,,,,,,,,,,,,,,,
02/02/2022,Tapitas,40,Puntos Verdes,,,,,,,,,,,,,,,,,
02/02/2022,Aluminio,8,Puntos Verdes,,,,,,,,,,,,,,,,,
02/02/2022,Plástico,,Puntos Verdes,,,,,,,,,,,,,,,,,
02/02/2022,Nylon,,Puntos Verdes,,,,,,,,,,,,,,,,,
02/02/2022,Telgopor,,Puntos Verdes,,,,,,,,,,,,,,,,,
02/02/2022,Hojalata,60,Puntos Verdes,,,,,,,,,,,,,,,,,
02/02/2022,Descarte,,Puntos Verdes,,,,,,,,,,,,,,,,,
02/02/2022,Rechazo (basura),197,Puntos Verdes,,,,,,,,,,,,,,,,,
4/2/2022,Tetra,93,Recolección Diferenciada,,,,,,,,,,,,,,,,,
4/2/2022,Pet cristal,407,Recolección Diferenciada,,,,,,,,,,,,,,,,,
4/2/2022,Pet color,43,Recolección Diferenciada,,,,,,,,,,,,,,,,,
4/2/2022,Cartón,412,Recolección Diferenciada,,,,,,,,,,,,,,,,,
4/2/2022,Cartón segunda,485,Recolección Diferenciada,,,,,,,,,,,,,,,,,
4/2/2022,Diario,27,Recolección Diferenciada,,,,,,,,,,,,,,,,,
4/2/2022,Revista,74,Recolección Diferenciada,,,,,,,,,,,,,,,,,
4/2/2022,Planilla blanca,238,Recolección Diferenciada,,,,,,,,,,,,,,,,,
4/2/2022,Vidrio,1018,Recolección Diferenciada,,,,,,,,,,,,,,,,,
4/2/2022,Tapitas,45,Recolección Diferenciada,,,,,,,,,,,,,,,,,
4/2/2022,Aluminio,94,Recolección Diferenciada,,,,,,,,,,,,,,,,,
4/2/2022,Plástico,359,Recolección Diferenciada,,,,,,,,,,,,,,,,,
4/2/2022,Nylon,,Recolección Diferenciada,,,,,,,,,,,,,,,,,
04/02/2022,Telgopor,,Recolección Diferenciada,,,,,,,,,,,,,,,,,
4/2/2022,Hojalata,202,Recolección Diferenciada,,,,,,,,,,,,,,,,,
4/2/2022,Descarte,1625,Recolección Diferenciada,,,,,,,,,,,,,,,,,
4/2/2022,Rechazo (basura),5878,Recolección Diferenciada,,,,,,,,,,,,,,,,,
2/3/2022,Tetra,69,Puntos Verdes,,,,,,,,,,,,,,,,,
2/3/2022,Pet cristal,65,Puntos Verdes,,,,,,,,,,,,,,,,,
2/3/2022,Pet color,59,Puntos Verdes,,,,,,,,,,,,,,,,,
2/3/2022,Cartón,62,Puntos Verdes,,,,,,,,,,,,,,,,,
2/3/2022,Cartón segunda,95,Puntos Verdes,,,,,,,,,,,,,,,,,
2/3/2022,Diario,12,Puntos Verdes,,,,,,,,,,,,,,,,,
2/3/2022,Revista,30,Puntos Verdes,,,,,,,,,,,,,,,,,
2/3/2022,Planilla blanca,55,Puntos Verdes,,,,,,,,,,,,,,,,,
2/3/2022,vidrio,210,Puntos Verdes,,,,,,,,,,,,,,,,,
2/3/2022,Tapitas,29,Puntos Verdes,,,,,,,,,,,,,,,,,
2/3/2022,Aluminio,67,Puntos Verdes,,,,,,,,,,,,,,,,,
2/3/2022,Plástico,28,Puntos Verdes,,,,,,,,,,,,,,,,,
2/3/2022,Nylon,49,Puntos Verdes,,,,,,,,,,,,,,,,,
2/3/2022,Telgopor,,Puntos Verdes,,,,,,,,,,,,,,,,,
02/03/2022,Hojalata,90,Puntos Verdes,,,,,,,,,,,,,,,,,
02/03/2022,Descarte,,Puntos Verdes,,,,,,,,,,,,,,,,,
2/3/2022,Rechazo (basura),109,Puntos Verdes,,,,,,,,,,,,,,,,,
11/3/2022,Tetra,129,Recolección Diferenciada,,,,,,,,,,,,,,,,,
11/3/2022,Pet cristal,430,Recolección Diferenciada,,,,,,,,,,,,,,,,,
11/03/2022,Pet color,31,Recolección Diferenciada,,,,,,,,,,,,,,,,,
11/3/2022,Cartón,667,Recolección Diferenciada,,,,,,,,,,,,,,,,,
11/3/2022,Cartón segunda,403,Recolección Diferenciada,,,,,,,,,,,,,,,,,
11/3/2022,Diario,,Recolección Diferenciada,,,,,,,,,,,,,,,,,
11/3/2022,Revista,,Recolección Diferenciada,,,,,,,,,,,,,,,,,
11/3/2022,Planilla blanca,268,Recolección Diferenciada,,,,,,,,,,,,,,,,,
11/3/2022,Vidrio,1115,Recolección Diferenciada,,,,,,,,,,,,,,,,,
11/3/2022,Tapitas,40,Recolección Diferenciada,,,,,,,,,,,,,,,,,
11/3/2022,Aluminio,92,Recolección Diferenciada,,,,,,,,,,,,,,,,,
11/3/2022,Plástico,329,Recolección Diferenciada,,,,,,,,,,,,,,,,,
11/3/2022,Nylon,,Recolección Diferenciada,,,,,,,,,,,,,,,,,
11/3/2022,Telgopor,,Recolección Diferenciada,,,,,,,,,,,,,,,,,
11/3/2022,Rechazo (basura),5750,Recolección Diferenciada,,,,,,,,,,,,,,,,,
16/3/2022,Tetra,84,Puntos Verdes,,,,,,,,,,,,,,,,,
16/3/2022,Pet cristal,127,Puntos Verdes,,,,,,,,,,,,,,,,,
16/3/2022,Pet color,80,Puntos Verdes,,,,,,,,,,,,,,,,,
16/3/2022,Cartón,92,Puntos Verdes,,,,,,,,,,,,,,,,,
16/3/2022,Cartón segunda,138,Puntos Verdes,,,,,,,,,,,,,,,,,
16/3/2022,Diario,35,Puntos Verdes,,,,,,,,,,,,,,,,,
16/3/2022,Revista,,Puntos Verdes,,,,,,,,,,,,,,,,,
16/3/2022,Planilla blanca,65,Puntos Verdes,,,,,,,,,,,,,,,,,
16/3/2022,Vidrio,280,Puntos Verdes,,,,,,,,,,,,,,,,,
16/3/2022,Tapitas,35,Puntos Verdes,,,,,,,,,,,,,,,,,
16/3/2022,Aluminio,15,Puntos Verdes,,,,,,,,,,,,,,,,,
16/3/2022,Plástico,74,Puntos Verdes,,,,,,,,,,,,,,,,,
16/3/2022,Nylon,,Puntos Verdes,,,,,,,,,,,,,,,,,
16/3/2022,Telgopor,,Puntos Verdes,,,,,,,,,,,,,,,,,
16/3/2022,Hojalata,73,Puntos Verdes,,,,,,,,,,,,,,,,,
16/3/2022,Descarte,,Puntos Verdes,,,,,,,,,,,,,,,,,
16/3/2022,Rechazo (basura),153,Puntos Verdes,,,,,,,,,,,,,,,,,
18/3/2022,Tetra,149,Recolección Diferenciada,,,,,,,,,,,,,,,,,
18/3/2022,Pet cristal,524,Recolección Diferenciada,,,,,,,,,,,,,,,,,
18/3/2022,Pet color,51,Recolección Diferenciada,,,,,,,,,,,,,,,,,
18/3/2022,Cartón,833,Recolección Diferenciada,,,,,,,,,,,,,,,,,
18/3/2022,Cartón segunda,755,Recolección Diferenciada,,,,,,,,,,,,,,,,,
18/3/2022,Diario,30,Recolección Diferenciada,,,,,,,,,,,,,,,,,
18/3/2022,Revista,60,Recolección Diferenciada,,,,,,,,,,,,,,,,,
18/3/2022,Planilla blanca,339,Recolección Diferenciada,,,,,,,,,,,,,,,,,
18/3/2022,Vidrio,463,Recolección Diferenciada,,,,,,,,,,,,,,,,,
18/3/2022,Tapitas,45,Recolección Diferenciada,,,,,,,,,,,,,,,,,
18/3/2022,Aluminio,145,Recolección Diferenciada,,,,,,,,,,,,,,,,,
18/3/2022,Plástico,366,Recolección Diferenciada,,,,,,,,,,,,,,,,,
18/3/2022,Nylon,60,Recolección Diferenciada,,,,,,,,,,,,,,,,,
18/3/2022,Telgopor,,Recolección Diferenciada,,,,,,,,,,,,,,,,,
18/3/2022,Hojalata,459,Recolección Diferenciada,,,,,,,,,,,,,,,,,
18/3/2022,Descarte,444,Recolección Diferenciada,,,,,,,,,,,,,,,,,
18/3/2022,Rechazo (basura),14003,Recolección Diferenciada,,,,,,,,,,,,,,,,,
25/3/2022,Tetra,104,Recolección Diferenciada,,,,,,,,,,,,,,,,,
25/3/2022,Pet cristal,357,Recolección Diferenciada,,,,,,,,,,,,,,,,,
25/3/2022,Pet color,48,Recolección Diferenciada,,,,,,,,,,,,,,,,,
25/3/2022,Cartón,648,Recolección Diferenciada,,,,,,,,,,,,,,,,,
25/3/2022,Cartón segunda,484,Recolección Diferenciada,,,,,,,,,,,,,,,,,
25/3/2022,Diario,15,Recolección Diferenciada,,,,,,,,,,,,,,,,,
25/3/2022,Revista,30,Recolección Diferenciada,,,,,,,,,,,,,,,,,
25/3/2022,Planilla blanca,186,Recolección Diferenciada,,,,,,,,,,,,,,,,,
25/3/2022,Vidrio,891,Recolección Diferenciada,,,,,,,,,,,,,,,,,
25/3/2022,Tapitas,45,Recolección Diferenciada,,,,,,,,,,,,,,,,,
25/3/2022,Aluminio,117,Recolección Diferenciada,,,,,,,,,,,,,,,,,
25/3/2022,Plástico,204,Recolección Diferenciada,,,,,,,,,,,,,,,,,
25/3/2022,Nylon,,Recolección Diferenciada,,,,,,,,,,,,,,,,,
25/3/2022,Telgopor,,Recolección Diferenciada,,,,,,,,,,,,,,,,,
25/3/2022,Hojalata,189,Recolección Diferenciada,,,,,,,,,,,,,,,,,
25/3/2022,Descarte,1435,Recolección Diferenciada,,,,,,,,,,,,,,,,,
25/3/2022,Rechazo (basura),5560,Recolección Diferenciada,,,,,,,,,,,,,,,,,
30/3/2022,Tetra,46,Puntos Verdes,,,,,,,,,,,,,,,,,
30/3/2022,Pet cristal,102,Puntos Verdes,,,,,,,,,,,,,,,,,
30/3/2022,Pet color,43,Puntos Verdes,,,,,,,,,,,,,,,,,
30/3/2022,Cartón,59,Puntos Verdes,,,,,,,,,,,,,,,,,
30/3/2022,Cartón segunda,49,Puntos Verdes,,,,,,,,,,,,,,,,,
30/3/2022,Diario,25,Puntos Verdes,,,,,,,,,,,,,,,,,
30/3/2022,Revista,40,Puntos Verdes,,,,,,,,,,,,,,,,,
30/3/2022,Planilla blanca,60,Puntos Verdes,,,,,,,,,,,,,,,,,
30/3/2022,Vidrio,257,Puntos Verdes,,,,,,,,,,,,,,,,,
30/3/2022,Tapitas,20,Puntos Verdes,,,,,,,,,,,,,,,,,
30/3/2022,Aluminio,10,Puntos Verdes,,,,,,,,,,,,,,,,,
