lp,Residuo tipo,Kg,Origen,Comentarios,,,,,,,,,,,,,,,,
15/10/2021,Cartón,692,Recolección Diferenciada,,,,,,,,,,,,,,,,,
15/10/2021,Cartón segunda,805,Recolección Diferenciada,,,,,,,,,,,,,,,,,
15/10/2021,Diario,28,Recolección Diferenciada,,,,,,,,,,,,,,,,,
15/10/2021,Planilla blanca,241,Recolección Diferenciada,,,,,,,,,,,,,,,,,
15/10/2021,Vidrio,1081,Recolección Diferenciada,,,,,,,,,,,,,,,,,
15/10/2021,Tapitas,40,Recolección Diferenciada,,,,,,,,,,,,,,,,,
15/10/2021,Aluminio,131,Recolección Diferenciada,,,,,,,,,,,,,,,,,
15/10/2021,Plástico,277,Recolección Diferenciada,,,,,,,,,,,,,,,,,
15/10/2021,Hojalata,241,Recolección Diferenciada,,,,,,,,,,,,,,,,,
15/10/2021,Descarte,1600,Recolección Diferenciada,,,,,,,,,,,,,,,,,
15/10/2021,Rechazo (basura),6144,Recolección Diferenciada,,,,,,,,,,,,,,,,,
29/10/2021,Tetra,147,Recolección Diferenciada,,,,,,,,,,,,,,,,,
29/10/2021,Pet cristal,633,Recolección Diferenciada,,,,,,,,,,,,,,,,,
29/10/2021,Pet color,66,Recolección Diferenciada,,,,,,,,,,,,,,,,,
29/10/2021,Cartón,1021,Recolección Diferenciada,,,,,,,,,,,,,,,,,
29/10/2021,Cartón segunda,1269,Recolección Diferenciada,,,,,,,,,,,,,,,,,
29/10/2021,Diario,246,Recolección Diferenciada,,,,,,,,,,,,,,,,,
29/10/2021,Revista,89,Recolección Diferenciada,,,,,,,,,,,,,,,,,
29/10/2021,Planilla blanca,378,Recolección Diferenciada,,,,,,,,,,,,,,,,,
29/10/2021,Vidrio,1822,Recolección Diferenciada,,,,,,,,,,,,,,,,,
29/10/2021,Tapitas,34,Recolección Diferenciada,,,,,,,,,,,,,,,,,
29/10/2021,Aluminio,169,Recolección Diferenciada,,,,,,,,,,,,,,,,,
29/10/2021,Plástico,356,Recolección Diferenciada,,,,,,,,,,,,,,,,,
29/10/2021,Hojalata,337,Recolección Diferenciada,,,,,,,,,,,,,,,,,
29/10/2021,Descarte,1100,Recolección Diferenciada,,,,,,,,,,,,,,,,,
29/10/2021,Rechazo (basura),11987,Recolección Diferenciada,,,,,,,,,,,,,,,,,
29/10/2021,Tetra,1269,Recolección Diferenciada,,,,,,,,,,,,,,,,,
29/10/2021,Pet cristal,633,Recolección Diferenciada,,,,,,,,,,,,,,,,,
29/10/2021,Pet color,66,Recolección Diferenciada,,,,,,,,,,,,,,,,,
29/10/2021,Cartón,1021,Recolección Diferenciada,,,,,,,,,,,,,,,,,
29/10/2021,Cartón segunda,1269,Recolección Diferenciada,,,,,,,,,,,,,,,,,
29/10/2021,Diario,246,Recolección Diferenciada,,,,,,,,,,,,,,,,,
29/10/2021,Revista,89,Recolección Diferenciada,,,,,,,,,,,,,,,,,
29/10/2021,Planilla blanca,378,Recolección Diferenciada,,,,,,,,,,,,,,,,,
29/10/2021,Vidrio,1822,Recolección Diferenciada,,,,,,,,,,,,,,,,,
29/10/2021,Tapitas,34,Recolección Diferenciada,,,,,,,,,,,,,,,,,
29/10/2021,Rechazo (basura),11987,Recolección Diferenciada,,,,,,,,,,,,,,,,,
29/10/2021,Aluminio,169,Recolección Diferenciada,,,,,,,,,,,,,,,,,
29/10/2021,Plástico,356,Recolección Diferenciada,,,,,,,,,,,,,,,,,
29/10/2021,Hojalata,337,Recolección Diferenciada,,29/10/2021,Revista,89,Recolección Diferenciada,,,29/10/2021,Revista,89,Recolección Diferenciada,,,29/10/2021,Revista,89,Recolección Diferenciada
29/10/2021,Descarte,1100,Recolección Diferenciada,,29/10/2021,Planilla blanca,378,Recolección Diferenciada,,,29/10/2021,Planilla blanca,378,Recolección Diferenciada,,,29/10/2021,Planilla blanca,378,Recolección Diferenciada
29/10/2021,Tetra,147,Recolección Diferenciada,,29/10/2021,Vidrio,1822,Recolección Diferenciada,,,29/10/2021,Vidrio,1822,Recolección Diferenciada,,,29/10/2021,Vidrio,1822,Recolección Diferenciada
29/10/2021,Revista,89,Recolección Diferenciada,,29/10/2021,Tapitas,34,Recolección Diferenciada,,,29/10/2021,Tapitas,34,Recolección Diferenciada,,,29/10/2021,Tapitas,34,Recolección Diferenciada
29/10/2021,Planilla blanca,378,Recolección Diferenciada,,29/10/2021,Aluminio,169,Recolección Diferenciada,,,29/10/2021,Aluminio,169,Recolección Diferenciada,,,29/10/2021,Aluminio,169,Recolección Diferenciada
29/10/2021,Vidrio,1822,Recolección Diferenciada,,29/10/2021,Plástico,356,Recolección Diferenciada,,,29/10/2021,Plástico,356,Recolección Diferenciada,,,29/10/2021,Plástico,356,Recolección Diferenciada
29/10/2021,Tapitas,34,Recolección Diferenciada,,29/10/2021,Revista,0,Recolección Diferenciada,,,29/10/2021,Revista,0,Recolección Diferenciada,,,29/10/2021,Revista,0,Recolección Diferenciada
29/10/2021,Aluminio,169,Recolección Diferenciada,,29/10/2021,Telgopor,0,Recolección Diferenciada,,,29/10/2021,Telgopor,0,Recolección Diferenciada,,,29/10/2021,Telgopor,0,Recolección Diferenciada
29/10/2021,Plástico,356,Recolección Diferenciada,,29/10/2021,Hojalata,337,Recolección Diferenciada,,,29/10/2021,Hojalata,337,Recolección Diferenciada,,,29/10/2021,Hojalata,337,Recolección Diferenciada
29/10/2021,Hojalata,337,Recolección Diferenciada,,5/11/2021,Pet cristal,658,Recolección Diferenciada,,,5/11/2021,Pet cristal,658,Recolección Diferenciada,,,5/11/2021,Pet cristal,658,Recolección Diferenciada
29/10/2021,Descarte,1100,Recolección Diferenciada,,5/11/2021,Pet color,67,Recolección Diferenciada,,,5/11/2021,Pet color,67,Recolección Diferenciada,,,5/11/2021,Pet color,67,Recolección Diferenciada
5/11/2021,Tetra,196,Recolección Diferenciada,,5/11/2021,Cartón,991,Recolección Diferenciada,,,5/11/2021,Cartón,991,Recolección Diferenciada,,,5/11/2021,Cartón,991,Recolección Diferenciada
5/11/2021,Pet cristal,658,Recolección Diferenciada,,5/11/2021,Cartón segunda,848,Recolección Diferenciada,,,5/11/2021,Cartón segunda,848,Recolección Diferenciada,,,5/11/2021,Cartón segunda,848,Recolección Diferenciada
5/11/2021,Pet color,67,Recolección Diferenciada,,5/11/2021,Diario,30,Recolección Diferenciada,,,5/11/2021,Diario,30,Recolección Diferenciada,,,5/11/2021,Diario,30,Recolección Diferenciada
5/11/2021,Cartón,991,Recolección Diferenciada,,5/11/2021,Revista,32,Recolección Diferenciada,,,5/11/2021,Revista,32,Recolección Diferenciada,,,5/11/2021,Revista,32,Recolección Diferenciada
5/11/2021,Cartón segunda,848,Recolección Diferenciada,,5/11/2021,Planilla blanca,303,Recolección Diferenciada,,,5/11/2021,Planilla blanca,303,Recolección Diferenciada,,,5/11/2021,Planilla blanca,303,Recolección Diferenciada
5/11/2021,Diario,30,Recolección Diferenciada,,5/11/2021,Vidrio,1061,Recolección Diferenciada,,,5/11/2021,Vidrio,1061,Recolección Diferenciada,,,5/11/2021,Vidrio,1061,Recolección Diferenciada
5/11/2021,Revista,32,Recolección Diferenciada,,5/11/2021,Tapitas,35,Recolección Diferenciada,,,5/11/2021,Tapitas,35,Recolección Diferenciada,,,5/11/2021,Tapitas,35,Recolección Diferenciada
5/11/2021,Planilla blanca,303,Recolección Diferenciada,,5/11/2021,Aluminio,164,Recolección Diferenciada,,,5/11/2021,Aluminio,164,Recolección Diferenciada,,,5/11/2021,Aluminio,164,Recolección Diferenciada
5/11/2021,Vidrio,1061,Recolección Diferenciada,,5/11/2021,Plástico,391,Recolección Diferenciada,,,5/11/2021,Plástico,391,Recolección Diferenciada,,,5/11/2021,Plástico,391,Recolección Diferenciada
5/11/2021,Tapitas,35,Recolección Diferenciada,,5/11/2021,Nylon,0,Recolección Diferenciada,,,5/11/2021,Nylon,0,Recolección Diferenciada,,,5/11/2021,Nylon,0,Recolección Diferenciada
5/11/2021,Aluminio,164,Recolección Diferenciada,,5/11/2021,Telgopor,0,Recolección Diferenciada,,,5/11/2021,Telgopor,0,Recolección Diferenciada,,,5/11/2021,Telgopor,0,Recolección Diferenciada
5/11/2021,Plástico,391,Recolección Diferenciada,,5/11/2021,Hojalata,337,Recolección Diferenciada,,,5/11/2021,Hojalata,337,Recolección Diferenciada,,,5/11/2021,Hojalata,337,Recolección Diferenciada
5/11/2021,Hojalata,337,Recolección Diferenciada,,10/11/2021,Tetra,35,Puntos Verdes,,,10/11/2021,Tetra,35,Puntos Verdes,,,10/11/2021,Tetra,35,Puntos Verdes
5/11/2021,Descarte,1450,Recolección Diferenciada,,10/11/2021,Pet cristal,90,Puntos Verdes,,,10/11/2021,Pet cristal,90,Puntos Verdes,,,10/11/2021,Pet cristal,90,Puntos Verdes
5/11/2021,Rechazo (basura),13781,Recolección Diferenciada,,10/11/2021,Pet color,13,Puntos Verdes,,,10/11/2021,Pet color,13,Puntos Verdes,,,10/11/2021,Pet color,13,Puntos Verdes
10/11/2021,Tetra,35,Puntos Verdes,,10/11/2021,Cartón,49,Puntos Verdes,,,10/11/2021,Cartón,49,Puntos Verdes,,,10/11/2021,Cartón,49,Puntos Verdes
10/11/2021,Pet cristal,90,Puntos Verdes,,10/11/2021,Cartón segunda,143,Puntos Verdes,,,10/11/2021,Cartón segunda,143,Puntos Verdes,,,10/11/2021,Cartón segunda,143,Puntos Verdes
10/11/2021,Pet color,13,Puntos Verdes,,10/11/2021,Diario,0,Puntos Verdes,,,10/11/2021,Diario,0,Puntos Verdes,,,10/11/2021,Diario,0,Puntos Verdes
10/11/2021,Cartón,49,Puntos Verdes,,10/11/2021,Revista,36,Puntos Verdes,,,10/11/2021,Revista,36,Puntos Verdes,,,10/11/2021,Revista,36,Puntos Verdes
10/11/2021,Cartón segunda,143,Puntos Verdes,,10/11/2021,Planilla blanca,161,Puntos Verdes,,,10/11/2021,Planilla blanca,161,Puntos Verdes,,,10/11/2021,Planilla blanca,161,Puntos Verdes
10/11/2021,Revista,36,Puntos Verdes,,10/11/2021,Tapitas,50,Puntos Verdes,,,10/11/2021,Tapitas,50,Puntos Verdes,,,10/11/2021,Tapitas,50,Puntos Verdes
10/11/2021,Planilla blanca,161,Puntos Verdes,,10/11/2021,Aluminio,0,Puntos Verdes,,,10/11/2021,Aluminio,0,Puntos Verdes,,,10/11/2021,Aluminio,0,Puntos Verdes
10/11/2021,Vidrio,169,Puntos Verdes,,10/11/2021,Plástico,62,Puntos Verdes,,,10/11/2021,Plástico,62,Puntos Verdes,,,10/11/2021,Plástico,62,Puntos Verdes
10/11/2021,Tapitas,50,Puntos Verdes,,10/11/2021,Revista,0,Puntos Verdes,,,10/11/2021,Revista,0,Puntos Verdes,,,10/11/2021,Revista,0,Puntos Verdes
10/11/2021,Plástico,62,Puntos Verdes,,10/11/2021,Hojalata,33,Puntos Verdes,,,10/11/2021,Hojalata,33,Puntos Verdes,,,10/11/2021,Hojalata,33,Puntos Verdes
10/11/2021,Hojalata,33,Puntos Verdes,,12/11/2021,Tetra,303,Recolección Diferenciada,,,12/11/2021,Tetra,303,Recolección Diferenciada,,,12/11/2021,Tetra,303,Recolección Diferenciada
10/11/2021,Rechazo (basura),21,Puntos Verdes,,12/11/2021,Pet color,96,Recolección Diferenciada,,,12/11/2021,Pet color,96,Recolección Diferenciada,,,12/11/2021,Pet color,96,Recolección Diferenciada
12/11/2021,Tetra,303,Recolección Diferenciada,,12/11/2021,Cartón,1496,Recolección Diferenciada,,,12/11/2021,Cartón,1496,Recolección Diferenciada,,,12/11/2021,Cartón,1496,Recolección Diferenciada
12/11/2021,Pet cristal,834,Recolección Diferenciada,,12/11/2021,Cartón segunda,1535,Recolección Diferenciada,,,12/11/2021,Cartón segunda,1535,Recolección Diferenciada,,,12/11/2021,Cartón segunda,1535,Recolección Diferenciada
12/11/2021,Pet color,96,Recolección Diferenciada,,12/11/2021,Diario,262,Recolección Diferenciada,,,12/11/2021,Diario,262,Recolección Diferenciada,,,12/11/2021,Diario,262,Recolección Diferenciada
12/11/2021,Cartón,1496,Recolección Diferenciada,,12/11/2021,Revista,100,Recolección Diferenciada,,,12/11/2021,Revista,100,Recolección Diferenciada,,,12/11/2021,Revista,100,Recolección Diferenciada
12/11/2021,Cartón segunda,1535,Recolección Diferenciada,,12/11/2021,Planilla blanca,391,Recolección Diferenciada,,,12/11/2021,Planilla blanca,391,Recolección Diferenciada,,,12/11/2021,Planilla blanca,391,Recolección Diferenciada
12/11/2021,Diario,262,Recolección Diferenciada,,12/11/2021,Vidrio,1611,Recolección Diferenciada,,,12/11/2021,Vidrio,1611,Recolección Diferenciada,,,12/11/2021,Vidrio,1611,Recolección Diferenciada
12/11/2021,Revista,100,Recolección Diferenciada,,12/11/2021,Tapitas,93,Recolección Diferenciada,,,12/11/2021,Tapitas,93,Recolección Diferenciada,,,12/11/2021,Tapitas,93,Recolección Diferenciada
12/11/2021,Planilla blanca,391,Recolección Diferenciada,,12/11/2021,Aluminio,251,Recolección Diferenciada,,,12/11/2021,Aluminio,251,Recolección Diferenciada,,,12/11/2021,Aluminio,251,Recolección Diferenciada
12/11/2021,Vidrio,1611,Recolección Diferenciada,,12/11/2021,Plástico,564,Recolección Diferenciada,,,12/11/2021,Plástico,564,Recolección Diferenciada,,,12/11/2021,Plástico,564,Recolección Diferenciada
12/11/2021,Tapitas,93,Recolección Diferenciada,,12/11/2021,Revista,116,Recolección Diferenciada,,,12/11/2021,Revista,116,Recolección Diferenciada,,,12/11/2021,Revista,116,Recolección Diferenciada
12/11/2021,Aluminio,251,Recolección Diferenciada,,12/11/2021,Telgopor,0,Recolección Diferenciada,,,12/11/2021,Telgopor,0,Recolección Diferenciada,,,12/11/2021,Telgopor,0,Recolección Diferenciada
12/11/2021,Plástico,564,Recolección Diferenciada,,12/11/2021,Hojalata,451,Recolección Diferenciada,,,12/11/2021,Hojalata,451,Recolección Diferenciada,,,12/11/2021,Hojalata,451,Recolección Diferenciada
12/11/2021,Revista,116,Recolección Diferenciada,,12/11/2021,Descarte,2180,Recolección Diferenciada,,,12/11/2021,Descarte,2180,Recolección Diferenciada,,,12/11/2021,Descarte,2180,Recolección Diferenciada
12/11/2021,Hojalata,451,Recolección Diferenciada,,18/11/2021,Pet cristal,552,Recolección Diferenciada,,,18/11/2021,Pet cristal,552,Recolección Diferenciada,,,18/11/2021,Pet cristal,552,Recolección Diferenciada
12/11/2021,Descarte,2180,Recolección Diferenciada,,18/11/2021,Pet color,59,Recolección Diferenciada,,,18/11/2021,Pet color,59,Recolección Diferenciada,,,18/11/2021,Pet color,59,Recolección Diferenciada
12/11/2021,Rechazo (basura),17351,Recolección Diferenciada,,18/11/2021,Cartón,891,Recolección Diferenciada,,,18/11/2021,Cartón,891,Recolección Diferenciada,,,18/11/2021,Cartón,891,Recolección Diferenciada
18/11/2021,Tetra,194,Recolección Diferenciada,,18/11/2021,Cartón segunda,1201,Recolección Diferenciada,,,18/11/2021,Cartón segunda,1201,Recolección Diferenciada,,,18/11/2021,Cartón segunda,1201,Recolección Diferenciada
18/11/2021,Pet cristal,552,Recolección Diferenciada,,18/11/2021,Diario,29,Recolección Diferenciada,,,18/11/2021,Diario,29,Recolección Diferenciada,,,18/11/2021,Diario,29,Recolección Diferenciada
18/11/2021,Pet color,59,Recolección Diferenciada,,18/11/2021,Revista,55,Recolección Diferenciada,,,18/11/2021,Revista,55,Recolección Diferenciada,,,18/11/2021,Revista,55,Recolección Diferenciada
18/11/2021,Cartón,891,Recolección Diferenciada,,18/11/2021,Planilla blanca,251,Recolección Diferenciada,,,18/11/2021,Planilla blanca,251,Recolección Diferenciada,,,18/11/2021,Planilla blanca,251,Recolección Diferenciada
18/11/2021,Cartón segunda,1201,Recolección Diferenciada,,18/11/2021,Vidrio,1166,Recolección Diferenciada,,,18/11/2021,Vidrio,1166,Recolección Diferenciada,,,18/11/2021,Vidrio,1166,Recolección Diferenciada
18/11/2021,Diario,29,Recolección Diferenciada,,18/11/2021,Tapitas,33,Recolección Diferenciada,,,18/11/2021,Tapitas,33,Recolección Diferenciada,,,18/11/2021,Tapitas,33,Recolección Diferenciada
18/11/2021,Revista,55,Recolección Diferenciada,,18/11/2021,Aluminio,168,Recolección Diferenciada,,,18/11/2021,Aluminio,168,Recolección Diferenciada,,,18/11/2021,Aluminio,168,Recolección Diferenciada
18/11/2021,Planilla blanca,251,Recolección Diferenciada,,18/11/2021,Plástico,382,Recolección Diferenciada,,,18/11/2021,Plástico,382,Recolección Diferenciada,,,18/11/2021,Plástico,382,Recolección Diferenciada
18/11/2021,Vidrio,1166,Recolección Diferenciada,,18/11/2021,Nylon,0,Recolección Diferenciada,,,18/11/2021,Nylon,0,Recolección Diferenciada,,,18/11/2021,Nylon,0,Recolección Diferenciada
18/11/2021,Tapitas,33,Recolección Diferenciada,,18/11/2021,Telgopor,319,Recolección Diferenciada,,,18/11/2021,Telgopor,319,Recolección Diferenciada,,,18/11/2021,Telgopor,319,Recolección Diferenciada
18/11/2021,Aluminio,168,Recolección Diferenciada,,18/11/2021,Hojalata,0,Recolección Diferenciada,,,18/11/2021,Hojalata,0,Recolección Diferenciada,,,18/11/2021,Hojalata,0,Recolección Diferenciada
18/11/2021,Plástico,382,Recolección Diferenciada,,18/11/2021,Descarte,0,Recolección Diferenciada,,,18/11/2021,Descarte,0,Recolección Diferenciada,,,18/11/2021,Descarte,0,Recolección Diferenciada
18/11/2021,Telgopor,319,Recolección Diferenciada,,24/11/2021,Tetra,42,Puntos Verdes,,,24/11/2021,Tetra,42,Puntos Verdes,,,24/11/2021,Tetra,42,Puntos Verdes
18/11/2021,Rechazo (basura),12200,Recolección Diferenciada,,24/11/2021,Cartón segunda,125,Puntos Verdes,,,24/11/2021,Cartón segunda,125,Puntos Verdes,,,24/11/2021,Cartón segunda,125,Puntos Verdes
24/11/2021,Tetra,42,Puntos Verdes,,24/11/2021,Diario,0,Puntos Verdes,,,24/11/2021,Diario,0,Puntos Verdes,,,24/11/2021,Diario,0,Puntos Verdes
24/11/2021,Pet cristal,88,Puntos Verdes,,24/11/2021,Revista,0,Puntos Verdes,,,24/11/2021,Revista,0,Puntos Verdes,,,24/11/2021,Revista,0,Puntos Verdes
24/11/2021,Pet color,17,Puntos Verdes,,24/11/2021,Planilla blanca,91,Puntos Verdes,,,24/11/2021,Planilla blanca,91,Puntos Verdes,,,24/11/2021,Planilla blanca,91,Puntos Verdes
24/11/2021,Cartón segunda,125,Puntos Verdes,,24/11/2021,Vidrio,161,Puntos Verdes,,,24/11/2021,Vidrio,161,Puntos Verdes,,,24/11/2021,Vidrio,161,Puntos Verdes
24/11/2021,Planilla blanca,91,Puntos Verdes,,24/11/2021,Plástico,50,Puntos Verdes,,,24/11/2021,Plástico,50,Puntos Verdes,,,24/11/2021,Plástico,50,Puntos Verdes
24/11/2021,Vidrio,161,Puntos Verdes,,24/11/2021,Nylon,0,Puntos Verdes,,,24/11/2021,Nylon,0,Puntos Verdes,,,24/11/2021,Nylon,0,Puntos Verdes
24/11/2021,Tapitas,30,Puntos Verdes,,24/11/2021,Telgopor,0,Puntos Verdes,,,24/11/2021,Telgopor,0,Puntos Verdes,,,24/11/2021,Telgopor,0,Puntos Verdes
24/11/2021,Aluminio,10,Puntos Verdes,,24/11/2021,Hojalata,28,Puntos Verdes,,,24/11/2021,Hojalata,28,Puntos Verdes,,,24/11/2021,Hojalata,28,Puntos Verdes
24/11/2021,Plástico,50,Puntos Verdes,,24/11/2021,Descarte,0,Puntos Verdes,,,24/11/2021,Descarte,0,Puntos Verdes,,,24/11/2021,Descarte,0,Puntos Verdes
24/11/2021,Hojalata,28,Puntos Verdes,,03/12/2021,Pet cristal,467,Recolección Diferenciada,,,03/12/2021,Pet cristal,467,Recolección Diferenciada,,,03/12/2021,Pet cristal,467,Recolección Diferenciada
24/11/2021,Rechazo (basura),260,Puntos Verdes,,3/12/2021,Cartón,402,Recolección Diferenciada,,,3/12/2021,Cartón,402,Recolección Diferenciada,,,3/12/2021,Cartón,402,Recolección Diferenciada
03/12/2021,Tetra,140,Recolección Diferenciada,,3/12/2021,Cartón segunda,902,Recolección Diferenciada,,,3/12/2021,Cartón segunda,902,Recolección Diferenciada,,,3/12/2021,Cartón segunda,902,Recolección Diferenciada
03/12/2021,Pet cristal,467,Recolección Diferenciada,,03/12/2021,Diario,0,Recolección Diferenciada,,,03/12/2021,Diario,0,Recolección Diferenciada,,,03/12/2021,Diario,0,Recolección Diferenciada
3/12/2021,Pet color,75,Recolección Diferenciada,,3/12/2012,Revista,0,Recolección Diferenciada,,,3/12/2012,Revista,0,Recolección Diferenciada,,,3/12/2012,Revista,0,Recolección Diferenciada
3/12/2021,Cartón,402,Recolección Diferenciada,,3/12/2021,Planilla blanca,251,Recolección Diferenciada,,,3/12/2021,Planilla blanca,251,Recolección Diferenciada,,,3/12/2021,Planilla blanca,251,Recolección Diferenciada
3/12/2021,Cartón segunda,902,Recolección Diferenciada,,3/12/2021,Vidrio,1256,Recolección Diferenciada,,,3/12/2021,Vidrio,1256,Recolección Diferenciada,,,3/12/2021,Vidrio,1256,Recolección Diferenciada
3/12/2021,Planilla blanca,251,Recolección Diferenciada,,3/12/2021,Aluminio,160,Recolección Diferenciada,,,3/12/2021,Aluminio,160,Recolección Diferenciada,,,3/12/2021,Aluminio,160,Recolección Diferenciada
3/12/2021,Vidrio,1256,Recolección Diferenciada,,3/12/2021,plastico quema,322,Recolección Diferenciada,,,3/12/2021,plastico quema,322,Recolección Diferenciada,,,3/12/2021,plastico quema,322,Recolección Diferenciada
3/12/2021,Tapitas,35,Recolección Diferenciada,,3/12/2021,Nylon,50,Recolección Diferenciada,,,3/12/2021,Nylon,50,Recolección Diferenciada,,,3/12/2021,Nylon,50,Recolección Diferenciada
3/12/2021,Aluminio,160,Recolección Diferenciada,,3/12/2021,Telgopor,0,Recolección Diferenciada,,,3/12/2021,Telgopor,0,Recolección Diferenciada,,,3/12/2021,Telgopor,0,Recolección Diferenciada
3/12/2021,plastico quema,322,Recolección Diferenciada,,3/12/2021,Hojalata,190,Recolección Diferenciada,,,3/12/2021,Hojalata,190,Recolección Diferenciada,,,3/12/2021,Hojalata,190,Recolección Diferenciada
3/12/2021,Nylon,50,Recolección Diferenciada,,3/12/2021,Descarte,4266,Recolección Diferenciada,,,3/12/2021,Descarte,4266,Recolección Diferenciada,,,3/12/2021,Descarte,4266,Recolección Diferenciada
3/12/2021,Hojalata,190,Recolección Diferenciada,,03/12/2021,Pet cristal,467,Recolección Diferenciada,,,03/12/2021,Pet cristal,467,Recolección Diferenciada,,,03/12/2021,Pet cristal,467,Recolección Diferenciada
3/12/2021,Descarte,4266,Recolección Diferenciada,,3/12/2021,Pet color,75,Recolección Diferenciada,,,3/12/2021,Pet color,75,Recolección Diferenciada,,,3/12/2021,Pet color,75,Recolección Diferenciada
03/12/2021,Tetra,140,Recolección Diferenciada,,3/12/2021,Cartón,402,Recolección Diferenciada,,,3/12/2021,Cartón,402,Recolección Diferenciada,,,3/12/2021,Cartón,402,Recolección Diferenciada
03/12/2021,Pet cristal,467,Recolección Diferenciada,,3/12/2021,Cartón segunda,902,Recolección Diferenciada,,,3/12/2021,Cartón segunda,902,Recolección Diferenciada,,,3/12/2021,Cartón segunda,902,Recolección Diferenciada
3/12/2021,Pet color,75,Recolección Diferenciada,,03/12/2021,Diario,0,Recolección Diferenciada,,,03/12/2021,Diario,0,Recolección Diferenciada,,,03/12/2021,Diario,0,Recolección Diferenciada
3/12/2021,Cartón,402,Recolección Diferenciada,,3/12/2012,Revista,0,Recolección Diferenciada,,,3/12/2012,Revista,0,Recolección Diferenciada,,,3/12/2012,Revista,0,Recolección Diferenciada
3/12/2021,Cartón segunda,902,Recolección Diferenciada,,3/12/2021,Planilla blanca,251,Recolección Diferenciada,,,3/12/2021,Planilla blanca,251,Recolección Diferenciada,,,3/12/2021,Planilla blanca,251,Recolección Diferenciada
3/12/2021,Planilla blanca,251,Recolección Diferenciada,,3/12/2021,Tapitas,35,Recolección Diferenciada,,,3/12/2021,Tapitas,35,Recolección Diferenciada,,,3/12/2021,Tapitas,35,Recolección Diferenciada
3/12/2021,Vidrio,1256,Recolección Diferenciada,,3/12/2021,Aluminio,160,Recolección Diferenciada,,,3/12/2021,Aluminio,160,Recolección Diferenciada,,,3/12/2021,Aluminio,160,Recolección Diferenciada
3/12/2021,Tapitas,35,Recolección Diferenciada,,3/12/2021,plastico quema,322,Recolección Diferenciada,,,3/12/2021,plastico quema,322,Recolección Diferenciada,,,3/12/2021,plastico quema,322,Recolección Diferenciada
3/12/2021,Aluminio,160,Recolección Diferenciada,,3/12/2021,Nylon,50,Recolección Diferenciada,,,3/12/2021,Nylon,50,Recolección Diferenciada,,,3/12/2021,Nylon,50,Recolección Diferenciada
3/12/2021,Descarte,322,Recolección Diferenciada,,3/12/2021,Telgopor,,Recolección Diferenciada,,,3/12/2021,Telgopor,,Recolección Diferenciada,,,3/12/2021,Telgopor,,Recolección Diferenciada
3/12/2021,Nylon,50,Recolección Diferenciada,,3/12/2021,Hojalata,190,Recolección Diferenciada,,,3/12/2021,Hojalata,190,Recolección Diferenciada,,,3/12/2021,Hojalata,190,Recolección Diferenciada
3/12/2021,Telgopor,,Recolección Diferenciada,,3/12/2021,Descarte,4266,Recolección Diferenciada,,,3/12/2021,Descarte,4266,Recolección Diferenciada,,,3/12/2021,Descarte,4266,Recolección Diferenciada
3/12/2021,Hojalata,190,Recolección Diferenciada,,3/12/2021,Rechazo (basura),9833,Recolección Diferenciada,,,3/12/2021,Rechazo (basura),9833,Recolección Diferenciada,,,3/12/2021,Rechazo (basura),9833,Recolección Diferenciada
3/12/2021,Descarte,4266,Recolección Diferenciada,,08/12/2021,Pet cristal,132,Puntos Verdes,,,08/12/2021,Pet cristal,132,Puntos Verdes,,,08/12/2021,Pet cristal,132,Puntos Verdes
3/12/2021,Rechazo (basura),9833,Recolección Diferenciada,,8/12/2021,Pet color,19,Puntos Verdes,,,8/12/2021,Pet color,19,Puntos Verdes,,,8/12/2021,Pet color,19,Puntos Verdes
08/12/2021,Pet cristal,132,Puntos Verdes,,8/12/2021,Cartón,102,Puntos Verdes,,,8/12/2021,Cartón,102,Puntos Verdes,,,8/12/2021,Cartón,102,Puntos Verdes
8/12/2021,Pet color,19,Puntos Verdes,,8/12/2021,Cartón segunda,131,Puntos Verdes,,,8/12/2021,Cartón segunda,131,Puntos Verdes,,,8/12/2021,Cartón segunda,131,Puntos Verdes
8/12/2021,Cartón,102,Puntos Verdes,,8/12/2021,Diario,0,Puntos Verdes,,,8/12/2021,Diario,0,Puntos Verdes,,,8/12/2021,Diario,0,Puntos Verdes
